record_id,output_file,layer,metric_or_item,value,units,source_ids,document_titles,source_urls,publication_dates,source_reference,classification,owner_review_status,notes
P5-002,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,accessible_cash_determination,,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,"$76.018m book cash, including $46.9m foreign, is not automatically accessible",pending_information,pending_owner_approval,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-003,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,opening_term_principal,650,USD_millions,,,,,Capped funding waterfall from reference uses,provisional_reference_case,owner_reviewed_for_phase5_testing,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-004,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,opening_revolver_draw,29.89771875,USD_millions,,,,,Residual reference use after capped term and zero cash contribution,provisional_reference_case,owner_reviewed_for_phase5_testing,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-005,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,letter_of_credit_usage,6.2,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,Reference assumes noncash replacement under new revolver,sensitivity,owner_reviewed_for_phase5_testing,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-006,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,revolver_commitment,300,USD_millions,,,,,Governing case architecture,provisional,owner_reviewed_for_phase5_testing,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-007,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,retained_finance_leases_and_other_debt,62.619,USD_millions,SRC-001;SRC-002,Quanex FY2025 Form 10-K;Quanex Q4 and FY2025 results release,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm,2025-12-12;2025-12-11,Retained outside bank payoff,known_at_2025_10_31,not_applicable_existing_fact,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-008,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,retained_operating_lease_liabilities,160.905,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,Debt-like retained obligation; not funded debt,known_at_2025_10_31,not_applicable_existing_fact,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-009,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,term_sofr_curve_or_base_rate,,percent,,,,,No cutoff-compliant closing rate selected,pending_information,pending_owner_approval,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-010,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,term_and_revolver_margin,250-350,basis_points,,,,,"Hypothetical range, not a lender quote",sensitivity,owner_reviewed_for_phase5_testing,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-011,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,annual_term_amortization,10,percent_of_original_principal,,,,,Base term-sheet case; 5% and 15% sensitivities retained,provisional,owner_reviewed_for_phase5_testing,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-012,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,fee_amortization_treatment,,text,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,$11.040m existing deferred costs and new costs require accounting analysis,pending_information,pending_owner_approval,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-013,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,cash_interest_inputs,,text,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,"Need benchmark, margins, floors, timing, hedge and average balances",pending_information,pending_owner_approval,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-014,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,cash_sweep,50,percent_of_defined_excess_cash_flow,,,,,Hypothetical test with liquidity safeguards,provisional,owner_reviewed_for_phase5_testing,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-015,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,operating_cash_floor,25,USD_millions,,,,,Distinct from $50m usable-liquidity covenant,provisional,owner_reviewed_for_phase5_testing,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-016,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,net_leverage_covenant,3.25x then test 3.00x from FY2028,turns,SRC-003;SRC-016,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement;Quanex FY2025 Q2 results release and covenant clarification,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm;https://www.sec.gov/Archives/edgar/data/1423221/000117184325003726/exh_991.htm,2024-06-13;2025-06-05,"Owner-reviewed Phase 5 analytical threshold, not a final covenant or existing contractual calculation",initial_analytical_test_threshold,owner_reviewed_initial_analytical_threshold,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-017,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,cash_interest_coverage_covenant,3.00,turns,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,"Owner-reviewed Phase 5 analytical threshold, not a final covenant",initial_analytical_test_threshold,owner_reviewed_initial_analytical_threshold,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-018,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,usable_liquidity_covenant,50,USD_millions,,,,,"Owner-reviewed Phase 5 analytical threshold, not a final covenant",initial_analytical_test_threshold,owner_reviewed_initial_analytical_threshold,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-019,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,closing_funding_gap_after_revolver,0,USD_millions,,,,,Capped sources less uses,calculated_reference_case,owner_reviewed_for_phase5_testing,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-020,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,term_only_funding_gap,29.89771875,USD_millions,,,,,Amount requiring reference opening revolver absent accessible cash,calculated_reference_case,owner_reviewed_for_phase5_testing,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-021,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,accounts_payable_method,,text,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,DPO remains not determinable without purchases,pending_information,pending_owner_approval,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-022,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,other_operating_working_capital_method,,text,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,Other current operating assets/liabilities require separate methods,pending_information,pending_owner_approval,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-023,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,forecast_period_timing,"Quanex fiscal quarters ending Jan 31, Apr 30, Jul 31, Oct 31",text,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,Closing coincides with fiscal quarter end,known_convention,not_applicable_existing_fact,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-024,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,first_term_payment_timing,2026-04-30 modeled calendar anchor,date,,,,,Full-quarter 2.5% installment in 10% base case,provisional,owner_reviewed_for_phase5_testing,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-025,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,distribution_policy,$0-$10m repurchases; $14-$15m dividends reference,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,Unmitigated cases retain selected base policy,owner_reviewed_phase3_range,owner_reviewed,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-026,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,reference_revolver_movement_calibration,25,USD_millions,SRC-021,Quanex FY2025 Q1 results release,https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-03-10,Informed by the $24.134m FY2025 Q1 FCF trough but not an October-to-January cash forecast or separate historical FCF use,owner_reviewed_principal_balance_sensitivity,owner_reviewed_for_phase5_testing,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
P5-027,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,pressure_case_restricted_cash_from_lc_collateral,6.2,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,Explicitly funded LC collateral creates restricted cash or another restricted asset and is excluded from usable liquidity,owner_reviewed_pressure_sensitivity,owner_reviewed_for_phase5_testing,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
